Supplier type;Supplier;Invoice type;Invoice number;Invoice owner;Amount
;Malesuada Id LLP;Small invoice;126744;Alan Boyer;2650000
;Adipiscing Ligula Foundation;Small invoice;126745;Gary Le;2044000
;Adipiscing Ligula Foundation;Small invoice;126746;Gary Le;5399000
;Sed Sapien Nunc Ltd;Small invoice;126747;Gary Le;5560000
;Sed Sapien Nunc Ltd;Small invoice;126748;Gary Le;1092000
;Molestie Sodales Consulting;Medium invoice;126749;Cruz Abbott;26715000
;Vivamus Sit Amet Inc.;Small invoice;126750;Gary Le;348000
;Metus Eu PC;Medium invoice;126751;Gary Le;23562000
;Metus Eu PC;Medium invoice;126752;Gary Le;15708000
;Augue Sed Molestie Incorporated;Medium invoice;126753;Gary Le;10472000
;Mollis Lectus Pede Ltd;Medium invoice;126754;Gary Le;10292000
;Leo Vivamus Company;Small invoice;126755;Cruz Abbott;2618000
;Leo Vivamus Company;Small invoice;126756;Cruz Abbott;4522000
;Mauris Foundation;Medium invoice;126757;Alan Boyer;11022000
;Vulputate Ullamcorper Institute;Small invoice;126773;Macy Hurst;6020000
;Vulputate Ullamcorper Institute;Small invoice;126774;Macy Hurst;3660000
;Nulla At Institute;Preferred supplier;126775;Lars Walker;1602000
;Nulla At Institute;Preferred supplier;126776;Lars Walker;3526000
;Nulla At Institute;Preferred supplier;126777;Lars Walker;2428000
;Nulla At Institute;Preferred supplier;126778;Lars Walker;25572000
;Nulla At Institute;Preferred supplier;126779;Lars Walker;20000
;Nulla At Institute;Preferred supplier;126780;Lars Walker;120000
;Eu Eros Industries;Small invoice;126781;Lars Walker;1780000
;Eu Eros Industries;Small invoice;126782;Lars Walker;1420000
;Enim Suspendisse LLP;Small invoice;126858;Cullen Combs;140000
;Vel PC;Partner;126859;Hunter Garcia;29285000
;Sed PC;Small invoice;126860;Hunter Garcia;1480000
;Nibh Sit Institute;Small invoice;126862;Dennis Robertson;1416000
;Ligula Company;Employee declaration;126863;;350000
;Ligula Company;Employee declaration;126864;;600000
;Ligula Company;Employee declaration;126865;;320000
;Adipiscing Lobortis Risus LLC;Employee declaration;126866;;1120000
;Ligula Company;Employee declaration;126867;;250000
;Ligula Company;Employee declaration;126868;;1080000
;Malesuada Id LLP;Small invoice;126869;Alan Boyer;2230000
;Malesuada Id LLP;Small invoice;126870;Alan Boyer;2110000
;Rutrum Fusce Associates;Small invoice;126871;Medge Patel;10000
;Id Risus Quis PC;Small invoice;126872;Medge Patel;1500000
;Convallis Industries;Small invoice;126873;Medge Patel;3570000
;Turpis Aliquam Industries;Small invoice;126874;Medge Patel;20000
;Maecenas LLP;Small invoice;126875;Aaron Downs;860000
;Euismod Ac Industries;Small invoice;126877;Medge Patel;9853000
Office supplies;Vestibulum Ante Industries;Small invoice;126878;Medge Patel;2000000
;Lacinia Mattis Integer Associates;Small invoice;126879;Gary Le;5294000
;Conubia Nostra Consulting;Small invoice;126969;Gary Le;3566000
;Conubia Nostra Consulting;Medium invoice;126970;Gary Le;17832000
;At Arcu Vestibulum LLC;Medium invoice;126971;Gary Le;10853000
;Lacus Ltd;Small invoice;126972;Macy Hurst;5816000
;Ultricies Ornare Industries;Small invoice;126973;Alan Boyer;2608000
;Vulputate Ullamcorper Institute;Small invoice;126974;Macy Hurst;1070000
;Aliquet LLP;Small invoice;127087;Medge Patel;650000
;Non Limited;Preferred supplier;127088;Macy Hurst;5860000
;Elit Inc.;Small invoice;127089;Gary Le;2481000
;Vehicula Pellentesque Tincidunt Inc.;Employee declaration;127216;;1520000
;Amet Ultricies Sem LLP;Employee declaration;127217;;1000000
;Sed Eu PC;Employee declaration;127218;;440000
;Non Limited;Preferred supplier;127219;Macy Hurst;8762000
;Non Limited;Preferred supplier;127220;Macy Hurst;4796000
;Proin Non Massa Foundation;Small invoice;127221;Rebecca Love;200000
;Proin Non Massa Foundation;Small invoice;127222;Rebecca Love;1527000
;Proin Non Massa Foundation;Small invoice;127223;Rebecca Love;4590000
;Posuere Cubilia Curae Consulting;Small invoice;127224;Lars Walker;2160000
;Ornare Sagittis Felis Inc.;Small invoice;127225;Rebecca Love;6128000
;Ornare Sagittis Felis Inc.;Small invoice;127226;Rebecca Love;9659000
Machinery;Nulla Tincidunt Neque PC;Small invoice;127227;Rebecca Love;1608000
;Et Ultrices Institute;Small invoice;127228;Cullen Combs;780000
;Sed Eu Foundation;Small invoice;127229;Medge Patel;1756000
;Sed Eu Foundation;Small invoice;127230;Medge Patel;295000
Office supplies;Pellentesque Tincidunt Tempus Institute;Small invoice;127231;Medge Patel;2378000
;Nunc Sed Corporation;Small invoice;127232;Cullen Combs;2980000
;Elit Etiam Laoreet Incorporated;Small invoice;127233;Medge Patel;160000
;Lectus A LLP;Small invoice;127474;Lars Walker;750000
;Dui Fusce Corp.;Employee declaration;127475;;1700000
;Tellus Ltd;Employee declaration;127476;;1000000
;Lorem Sit Institute;Employee declaration;127477;;380000
;Imperdiet Erat Foundation;Employee declaration;127478;;4480000
;Imperdiet Erat Foundation;Employee declaration;127479;;1150000
;Turpis Incorporated;Small invoice;127480;Medge Patel;6480000
;Id Ante Dictum Company;Small invoice;127481;Cullen Combs;3030000
;Dolor Egestas Corp.;Small invoice;127482;Medge Patel;130000
;Parturient Montes Foundation;Small invoice;127483;Medge Patel;3153000
;Sed Sapien Nunc Ltd;Small invoice;127484;Medge Patel;1303000
;Consequat Lectus Foundation;Small invoice;127485;Medge Patel;1178000
;Gravida Sagittis Incorporated;Small invoice;127486;Cullen Combs;4403000
;Magna Tellus Faucibus LLC;Small invoice;127487;Dennis Robertson;100000
;Lorem Sit Institute;Employee declaration;127490;;450000
;Dolor Egestas Corp.;Small invoice;127491;Lars Walker;150000
;Orci Company;Small invoice;127493;Dennis Robertson;2499000
;Pharetra Sed Foundation;Small invoice;127495;Dennis Robertson;9920000
;Pharetra Sed Foundation;Small invoice;127496;Dennis Robertson;4980000
;Eu Arcu Morbi Institute;Employee declaration;128659;;1030000
;Dolor Fusce Mi Foundation;Employee declaration;129812;;3490000
;Nibh Enim Foundation;Partner;130785;Rebecca Love;80000
;Dapibus LLP;Small invoice;130906;Medge Patel;1250000
;Turpis Nec Limited;Employee declaration;131305;;2160000
;Sed Eu PC;Employee declaration;131414;;2470000
;Placerat Eget Venenatis Incorporated;Employee declaration;134324;;350000
;Laoreet Ltd;Employee declaration;134652;;1080000
;Quisque Porttitor LLC;Employee declaration;107452;;1010000
;Ornare Lectus Ante Foundation;Employee declaration;113341;;530000
;Nibh Enim Foundation;Partner;110255;Cullen Combs;2270000
;At Inc.;Employee declaration;118901;;1310000
;Vel PC;Partner;127512;Rebecca Love;1160000
;Vel PC;Partner;127513;Rebecca Love;1997000
;Vel PC;Partner;127514;Rebecca Love;4306000
;Vel PC;Partner;127515;Rebecca Love;4900000
;Vel PC;Partner;127516;Rebecca Love;8490000
;Vel PC;Partner;127517;Medge Patel;940000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127518;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127519;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127520;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127521;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127522;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127523;Alan Boyer;1726000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127524;Alan Boyer;1148000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127525;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;127526;Alan Boyer;2320000
;Volutpat Institute;Small invoice;127527;;100000
;Vel PC;Partner;127528;Hunter Garcia;4050000
;Vel PC;Partner;127529;Hunter Garcia;2305000
;Ultricies Institute;Small invoice;127530;Lars Walker;7010000
;Eu Eros Industries;Small invoice;127531;Lars Walker;1458000
;Lorem Sit Institute;Employee declaration;127532;;500000
;Non Institute;Small invoice;127533;Rebecca Love;180000
;Lacinia Incorporated;Medium invoice;127534;Medge Patel;18648000
;Justo Proin Non Limited;Small invoice;127535;Medge Patel;8330000
;Non Institute;Small invoice;127536;Medge Patel;600000
;Elit Curabitur Sed Corp.;Small invoice;127537;Rebecca Love;3934000
;Molestie Tellus Aenean Industries;Small invoice;127538;Medge Patel;150000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;127540;Macy Hurst;5670000
Machinery;Molestie Pharetra Nibh Ltd;Small invoice;127541;Macy Hurst;2670000
;Ornare Sagittis Felis Inc.;Small invoice;127592;Dennis Robertson;4426000
;Lobortis Augue Scelerisque PC;Medium invoice;127593;Dennis Robertson;10412000
;Mauris Vel Turpis PC;Small invoice;127595;Hunter Garcia;710000
;Metus Eu PC;Medium invoice;127598;Gary Le;14268000
;Pellentesque A LLP;Small invoice;127599;Fiona Luna;3893000
;Ornare In Faucibus Institute;Small invoice;127600;Alan Boyer;2730000
;Ornare In Faucibus Institute;Small invoice;127601;Cruz Abbott;5355000
;Mauris Company;Medium invoice;127604;Fiona Luna;11467000
;Mauris Company;Medium invoice;127605;Fiona Luna;86897000
;Odio A Company;Small invoice;127606;;5534000
;Tempus Non Institute;Medium invoice;127607;Cruz Abbott;17195000
;Tempus Non Institute;Medium invoice;127608;Fiona Luna;11424000
;Ultricies Ornare Industries;Small invoice;127609;Fiona Luna;3620000
;Enim Corporation;Small invoice;127610;Fiona Luna;260000
Machinery;Sed Dictum LLP;Small invoice;127613;Alan Boyer;7259000
Machinery;Sed Dictum LLP;High-level invoice;127614;Alan Boyer;102578000
;Malesuada Id LLP;Small invoice;127615;Fiona Luna;152000
;Malesuada Id LLP;Small invoice;127616;Fiona Luna;5300000
;Malesuada Id LLP;Small invoice;127617;Fiona Luna;5300000
;Malesuada Id LLP;Small invoice;127618;Fiona Luna;6670000
;Nunc Mauris Sapien Consulting;Small invoice;127619;Fiona Luna;1681000
;Cum Sociis Natoque Ltd;Small invoice;127620;Fiona Luna;2850000
;Malesuada Id LLP;Small invoice;127623;Alan Boyer;9140000
;Malesuada Id LLP;Small invoice;127624;Alan Boyer;2130000
;Malesuada Id LLP;Small invoice;127625;Alan Boyer;2110000
;Donec Felis Foundation;Small invoice;127629;Cullen Combs;196000
;Fusce Fermentum Fermentum Industries;Small invoice;127630;Medge Patel;1000000
;Lacus Cras Interdum Corp.;Small invoice;127631;Medge Patel;3890000
;Justo Proin Non Limited;Small invoice;127632;Rebecca Love;336000
;Aenean Euismod Mauris Institute;Small invoice;127633;Medge Patel;9175000
;Duis PC;Small invoice;127635;Fiona Luna;3480000
;Posuere Cubilia Institute;Small invoice;127636;Fiona Luna;1744000
;Blandit Congue In Corporation;Small invoice;127637;;2753000
;Blandit Congue In Corporation;Small invoice;127638;Fiona Luna;2753000
;Odio A Company;Small invoice;127639;Fiona Luna;3010000
;Odio A Company;Small invoice;127641;Fiona Luna;5534000
;Odio PC;Small invoice;127642;Dennis Robertson;1721000
;Lectus Pede Inc.;Small invoice;127643;Hunter Garcia;1190000
;Vitae Posuere Limited;Small invoice;127644;Hunter Garcia;4741000
;Aliquet Metus Urna Inc.;Small invoice;127655;Medge Patel;580000
;Nisi LLC;Small invoice;127656;Cullen Combs;380000
;Ut Nulla Cras Foundation;Small invoice;127657;Medge Patel;4510000
;Augue Ac Foundation;Small invoice;127658;Medge Patel;102000
;Arcu Ac Associates;Small invoice;127659;Cullen Combs;9160000
;Interdum Nunc Sollicitudin Corp.;Employee declaration;127661;;60000
;Interdum Nunc Sollicitudin Corp.;Employee declaration;127662;;400000
;Semper Cursus Integer Associates;Small invoice;127667;Fiona Luna;7925000
;Semper Cursus Integer Associates;Medium invoice;127668;Fiona Luna;17017000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;127670;Alan Boyer;4159000
;Nullam Lobortis Quam Ltd;Small invoice;127671;Fiona Luna;8721000
;Nullam Lobortis Quam Ltd;Small invoice;127672;Fiona Luna;6042000
;Porttitor Tellus Non Foundation;Small invoice;127673;Alan Boyer;4503000
;Et Company;Small invoice;127674;Fiona Luna;9740000
;Eu Metus Associates;Medium invoice;127675;Cruz Abbott;11186000
;Cubilia Curae Phasellus Limited;Small invoice;127676;Gary Le;5950000
;Ultricies Ornare Industries;Small invoice;127677;Fiona Luna;7621000
;Vivamus Sit Amet Inc.;Medium invoice;127678;Gary Le;20103000
;Malesuada Id LLP;Small invoice;127680;Alan Boyer;2600000
;Integer Mollis Integer Ltd;Small invoice;127704;Dennis Robertson;5230000
;Libero Integer In Corp.;Small invoice;127705;Dennis Robertson;4690000
;Ipsum Dolor Sit Industries;Small invoice;127706;Rebecca Love;1060000
;Ornare Sagittis Felis Inc.;Small invoice;127707;Cullen Combs;4275000
;Metus In Lorem Incorporated;Small invoice;127708;Rebecca Love;2900000
;Cursus A PC;Small invoice;127709;Rebecca Love;1590000
;Non Nisi Associates;Small invoice;127710;Rebecca Love;1250000
Office supplies;Euismod LLC;Small invoice;127711;Rebecca Love;1880000
;Ipsum Sodales Company;Small invoice;127712;Rebecca Love;3000000
;Conubia Nostra Per LLC;Small invoice;127713;Rebecca Love;2322000
;Ipsum Sodales Company;Small invoice;127714;Rebecca Love;510000
;Phasellus LLP;Small invoice;127715;Cullen Combs;10000
;Conubia Nostra Per LLC;Small invoice;127716;Rebecca Love;4450000
;Euismod Mauris Company;Small invoice;127717;Rebecca Love;450000
;Velit Dui Company;Small invoice;127720;Lars Walker;2296000
;Velit Dui Company;Small invoice;127721;Lars Walker;1178000
;Lacus Corp.;Preferred supplier;127722;Lars Walker;14205000
;Tellus Lorem Eu Associates;Small invoice;127723;Hunter Garcia;5078000
;Nibh Enim Foundation;Partner;127724;Hunter Garcia;200000
;Nibh Enim Foundation;Partner;127725;Hunter Garcia;30000
;Nibh Enim Foundation;Partner;127726;Dennis Robertson;120000
;Nibh Enim Foundation;Partner;127728;Dennis Robertson;120000
;Iaculis Lacus Inc.;Small invoice;127729;Dennis Robertson;1890000
;Magna Tellus Faucibus LLC;Small invoice;127730;Dennis Robertson;300000
;Interdum Nunc Sollicitudin Corp.;Employee declaration;127731;;1030000
;Ante Ipsum Associates;Employee declaration;127732;;2000000
;Erat Eget Ipsum Limited;Small invoice;127733;Dennis Robertson;2620000
;Quis Diam Inc.;Small invoice;127735;Dennis Robertson;1500000
;Hymenaeos Mauris Ut Associates;Small invoice;127736;Dennis Robertson;1660000
;Mauris Company;Small invoice;127737;Fiona Luna;6490000
;Id Ante Dictum Company;Small invoice;127738;Fiona Luna;130000
;Eros Corp.;Medium invoice;127740;Fiona Luna;16848000
;Cursus Et Eros Consulting;Small invoice;127741;Fiona Luna;6500000
;Et Malesuada Fames PC;Small invoice;127742;Alan Boyer;4987000
;Velit Dui Company;Small invoice;127743;Lars Walker;4180000
;Odio Vel Est Industries;Employee declaration;127744;;2150000
;Duis Mi Corp.;Employee declaration;127745;;1450000
;Vestibulum Industries;Employee declaration;127746;;1470000
;Ac Company;Small invoice;127747;Dennis Robertson;870000
;Feugiat Tellus Foundation;Small invoice;127748;Dennis Robertson;1321000
;Mollis Non Cursus Incorporated;Small invoice;127749;Dennis Robertson;4530000
;Sem Nulla PC;Small invoice;127750;Cullen Combs;1112000
;Nulla Facilisi LLP;Small invoice;127751;Cullen Combs;3170000
;Iaculis Lacus Inc.;Small invoice;127752;Hunter Garcia;1300000
;Egestas Aliquam Fringilla Ltd;Small invoice;127753;Hunter Garcia;9400000
;Quis Consulting;Small invoice;127754;Hunter Garcia;4959000
;Justo Sit Amet Corporation;Small invoice;127755;Hunter Garcia;1023000
;Tellus Lorem Eu Associates;Small invoice;127756;Hunter Garcia;238000
;Vel PC;Partner;127757;Rebecca Love;730000
;Vel PC;Partner;127758;Rebecca Love;550000
;Vel PC;Partner;127759;Rebecca Love;1240000
;Vel PC;Partner;127760;Rebecca Love;1380000
;Vel PC;Partner;127761;Rebecca Love;470000
;Vel PC;Partner;127762;Rebecca Love;470000
;Aliquet Lobortis Nisi Associates;Small invoice;127763;Rebecca Love;300000
;Lectus Pede Inc.;Small invoice;127765;Hunter Garcia;1688000
;Metus In Lorem Incorporated;Small invoice;127767;Dennis Robertson;7270000
;Metus In Lorem Incorporated;Small invoice;127768;Dennis Robertson;3240000
;Vel Nisl Quisque Incorporated;Small invoice;127769;Dennis Robertson;6609000
;Fusce Fermentum Fermentum Industries;Employee declaration;127771;;100000
;Fusce Fermentum Fermentum Industries;Employee declaration;127772;;50000
;Adipiscing Lobortis Risus LLC;Employee declaration;127773;;3370000
;Nibh Vulputate Mauris Consulting;Small invoice;127774;Rebecca Love;1170000
;Proin Ultrices Duis Consulting;Small invoice;127775;Rebecca Love;2020000
;Id Enim Curabitur Corporation;Small invoice;127776;Rebecca Love;1210000
;Sed Incorporated;Small invoice;127777;Rebecca Love;230000
;Ornare Sagittis Limited;Small invoice;127778;Cullen Combs;96000
;Sed Incorporated;Small invoice;127779;Rebecca Love;230000
;Ornare Sagittis Felis Inc.;Small invoice;127780;Cullen Combs;2015000
;Euismod Ac Industries;Medium invoice;127781;Cullen Combs;12075000
;Tellus Lorem Eu Associates;Small invoice;127782;Cullen Combs;4719000
;Ornare Sagittis Felis Inc.;Small invoice;127783;Cullen Combs;3364000
;Pharetra Ut Ltd;Medium invoice;127784;Macy Hurst;26353000
;Non Luctus Sit Corporation;Preferred supplier;127786;Macy Hurst;1130000
;Mauris Inc.;Small invoice;127787;Macy Hurst;3680000
;Gravida Mauris Ut Institute;Small invoice;127788;Macy Hurst;1192000
;Felis Consulting;Small invoice;127789;Medge Patel;2280000
;Felis Consulting;Small invoice;127790;Medge Patel;2280000
;Scelerisque Lorem Ipsum Associates;Small invoice;127806;Dennis Robertson;6480000
;Diam Foundation;Small invoice;127807;Hunter Garcia;8200000
;Non Bibendum Sed Inc.;Small invoice;127808;Hunter Garcia;1209000
;Metus In Lorem Incorporated;Small invoice;127810;Hunter Garcia;840000
;Tristique Pellentesque Corp.;Small invoice;127811;Hunter Garcia;1730000
;Tristique Senectus Limited;Small invoice;127812;Cullen Combs;3772000
;Vehicula Limited;Small invoice;127813;Hunter Garcia;6420000
;Non Industries;Small invoice;127814;Rebecca Love;7103000
;Mauris Eu Incorporated;Small invoice;127815;Rebecca Love;6000000
;Magna Tellus Foundation;Small invoice;127816;Rebecca Love;25000
;Enim Suspendisse LLP;Small invoice;127817;Rebecca Love;210000
;Blandit Mattis Incorporated;Small invoice;127818;;4640000
;Vulputate Ullamcorper Institute;Small invoice;127819;Macy Hurst;2140000
;Gravida Mauris Ut Institute;Small invoice;127820;Macy Hurst;2560000
;Gravida Mauris Ut Institute;Small invoice;127821;Macy Hurst;2260000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;127822;Cruz Abbott;1785000
;Sed Sapien Nunc Ltd;Small invoice;127823;Cruz Abbott;7338000
;Aliquam PC;Small invoice;127824;Fiona Luna;6410000
;Egestas Rhoncus Proin Company;Small invoice;127825;Fiona Luna;640000
;Blandit Mattis Incorporated;Small invoice;127826;Macy Hurst;4640000
;Maecenas Ornare Egestas Corp.;Small invoice;127828;Dennis Robertson;6050000
;Dictum Eleifend LLC;Small invoice;127829;Hunter Garcia;6190000
;Dictum Eleifend LLC;Small invoice;127830;Hunter Garcia;4230000
;Consectetuer Euismod Corp.;Small invoice;127831;Dennis Robertson;179000
;Consectetuer Euismod Corp.;Small invoice;127832;Dennis Robertson;2876000
;Lectus Pede Inc.;Small invoice;127833;;1070000
;Ornare Facilisis Eget Inc.;Employee declaration;127839;;610000
;Ornare Facilisis Eget Inc.;Employee declaration;127840;;380000
;Luctus Felis Purus Associates;Small invoice;127841;Rebecca Love;5533000
;Diam Foundation;Small invoice;127842;Rebecca Love;8200000
;Justo Proin Non Limited;Small invoice;127843;Rebecca Love;8330000
;Augue Scelerisque Corporation;Small invoice;127844;Rebecca Love;7490000
;Augue Scelerisque Corporation;Small invoice;127845;Rebecca Love;6900000
;Augue Scelerisque Corporation;Small invoice;127846;Rebecca Love;7490000
;Augue Scelerisque Corporation;Small invoice;127847;Rebecca Love;6900000
;Ligula Aenean LLC;Small invoice;127848;Rebecca Love;6690000
;Scelerisque Corporation;Small invoice;127849;Rebecca Love;750000
;Vulputate Mauris LLC;Small invoice;127850;Rebecca Love;1890000
;Lacus Varius Industries;Small invoice;127851;Rebecca Love;550000
;Ligula Nullam Enim PC;Small invoice;127852;Rebecca Love;2350000
Office supplies;Euismod LLC;Small invoice;127853;Rebecca Love;600000
;Commodo Incorporated;Small invoice;127856;Fiona Luna;360000
;Malesuada Id LLP;Small invoice;127857;Alan Boyer;1830000
;Malesuada Id LLP;Small invoice;127858;Alan Boyer;1830000
;Aliquam PC;Small invoice;127859;Fiona Luna;380000
;Ornare Facilisis Eget Inc.;Employee declaration;127860;;800000
;Ultricies Institute;Small invoice;127861;Lars Walker;8770000
;Ornare Sagittis Felis Inc.;Small invoice;127862;Cullen Combs;5272000
;Imperdiet Dictum Company;Preferred supplier;127863;Rebecca Love;27241000
;Imperdiet Dictum Company;Preferred supplier;127864;Rebecca Love;32497000
;Imperdiet Dictum Company;Preferred supplier;127865;Rebecca Love;16512000
;Imperdiet Dictum Company;Preferred supplier;127866;Rebecca Love;2177000
;Molestie Tellus Aenean Industries;Medium invoice;127867;Cullen Combs;10349000
;Molestie Tellus Aenean Industries;Small invoice;127868;Cullen Combs;5174000
;Molestie Tellus Aenean Industries;Small invoice;127869;Cullen Combs;5174000
;Et Ultrices Institute;Small invoice;127870;Rebecca Love;500000
;Sodales PC;Small invoice;127872;Cullen Combs;1625000
;Lectus Pede Inc.;Small invoice;127873;Dennis Robertson;1070000
Technical equipment;Ligula Ltd;Medium invoice;127874;Fiona Luna;14202000
Technical equipment;Ligula Ltd;Small invoice;127875;Fiona Luna;1333000
;Semper Cursus Integer Associates;Small invoice;127877;Fiona Luna;2665000
;Malesuada Id LLP;Small invoice;127878;Fiona Luna;540000
;Malesuada Id LLP;Small invoice;127879;Fiona Luna;540000
Machinery;Vestibulum Ante Corp.;Medium invoice;127880;Alan Boyer;63624000
;Nunc Ut Erat Inc.;Small invoice;127881;;714000
;Senectus Et Company;Medium invoice;127882;Fiona Luna;80325000
;Pellentesque A LLP;Medium invoice;127883;Fiona Luna;14895000
;Mauris Suspendisse Industries;Small invoice;127884;;2046000
;Vivamus Sit Amet LLC;Small invoice;127885;Hunter Garcia;2000000
;Lectus A LLP;Small invoice;127886;Lars Walker;930000
;Lorem Lorem Luctus Ltd;Partner;127887;Lars Walker;9893000
;Velit Dui Company;Medium invoice;127888;Hunter Garcia;13708000
;Ac Urna Ut LLC;Small invoice;127889;Rebecca Love;1545000
;Arcu Curabitur Incorporated;Small invoice;127890;Rebecca Love;990000
Office supplies;Amet Ltd;Small invoice;127891;Rebecca Love;720000
;Non Institute;Small invoice;127892;Cullen Combs;100000
;Non Institute;Small invoice;127893;Rebecca Love;3480000
;Egestas LLC;Employee declaration;134326;;210000
;Non Institute;Small invoice;127894;Rebecca Love;350000
;Non Institute;Small invoice;127895;Rebecca Love;2450000
;Diam At Pretium Consulting;Small invoice;127896;Rebecca Love;720000
;Urna Consulting;Small invoice;127897;Rebecca Love;5700000
;Nullam Vitae Diam Consulting;Small invoice;127898;Cullen Combs;1770000
;Ipsum Sodales Company;Small invoice;127899;Rebecca Love;170000
;Ipsum Sodales Company;Small invoice;127900;Cullen Combs;1700000
;Vitae Semper Egestas Company;Medium invoice;127901;Hunter Garcia;11319000
;Morbi Tristique Ltd;Small invoice;127903;Cullen Combs;57000
;Ridiculus Mus Aenean PC;Small invoice;127904;Cullen Combs;9440000
;Tincidunt Corp.;Small invoice;127911;Dennis Robertson;2100000
;Non Limited;Preferred supplier;127912;Dennis Robertson;1457000
;Non Limited;Preferred supplier;127913;Dennis Robertson;9900000
;Risus Limited;Small invoice;127915;Rebecca Love;1790000
;Risus Limited;Small invoice;127916;Rebecca Love;1790000
;Nibh Enim Foundation;Partner;127917;Rebecca Love;30000
;Nibh Enim Foundation;Partner;127918;Cullen Combs;110000
;Nibh Enim Foundation;Partner;127919;Hunter Garcia;120000
;Nibh Enim Foundation;Partner;127920;Dennis Robertson;100000
;Accumsan Neque Et LLC;Small invoice;127921;Dennis Robertson;2280000
;Sed Incorporated;Small invoice;127922;Dennis Robertson;350000
;Ac Arcu Nunc Limited;Small invoice;127923;Dennis Robertson;6740000
;Ac Arcu Nunc Limited;Small invoice;127924;Dennis Robertson;3150000
;Ac Arcu Nunc Limited;Small invoice;127925;Dennis Robertson;3410000
;Tellus Justo Institute;Small invoice;127926;Dennis Robertson;1972000
;Consectetuer Euismod Est Ltd;Small invoice;127927;Dennis Robertson;340000
;Et Magnis Corp.;Small invoice;127928;Rebecca Love;64000
;Dolor Sit PC;Small invoice;127929;Hunter Garcia;2255000
;Neque Morbi Industries;Small invoice;127930;Cullen Combs;310000
;Velit Egestas Lacinia Company;Small invoice;127931;Hunter Garcia;9350000
;Fringilla Ornare Placerat Associates;Small invoice;127932;Hunter Garcia;9520000
;Molestie Ltd;Small invoice;127933;Hunter Garcia;530000
;Molestie Ltd;Small invoice;127934;Hunter Garcia;410000
;Erat Foundation;Small invoice;127935;Cullen Combs;2381000
;Nibh Dolor Nonummy PC;Employee declaration;127936;;230000
;Odio Aliquam Ltd;Employee declaration;127937;;650000
;Auctor Vitae Corp.;Employee declaration;127938;;190000
;Lorem Sit Institute;Employee declaration;127939;;1090000
;Et Ipsum Incorporated;Partner;127941;Hunter Garcia;1389000
;Mauris Suspendisse Industries;Small invoice;127944;Gary Le;2046000
Technical equipment;Ligula Ltd;Medium invoice;127945;Gary Le;19256000
Technical equipment;Ligula Ltd;Small invoice;127946;Gary Le;1356000
;Aliquam PC;Small invoice;127947;Gary Le;4530000
;Nullam LLC;Small invoice;127948;Gary Le;440000
;Aliquam PC;Small invoice;127949;Gary Le;4987000
;Aliquam PC;Small invoice;127950;Gary Le;4530000
;Nunc Lectus Pede PC;Small invoice;127951;Cruz Abbott;9401000
;Nunc Lectus Pede PC;Medium invoice;127952;Cruz Abbott;14726000
;Ultricies Ornare Elit Corp.;Medium invoice;127953;Gary Le;23062000
;Diam At Pretium Institute;Small invoice;127954;Cruz Abbott;8560000
;Risus Odio Industries;Small invoice;127955;Gary Le;6426000
;Ante Ipsum Primis Limited;Medium invoice;127957;Alan Boyer;44113000
;Enim Etiam Consulting;Small invoice;127962;Fiona Luna;1697000
;Ultricies Ornare Industries;Small invoice;127963;Fiona Luna;1451000
;Ultricies Ornare Industries;Small invoice;127964;Cruz Abbott;2260000
;Amet Orci Ut Associates;Employee declaration;127965;;2290000
;Odio Aliquam Ltd;Employee declaration;127966;;70000
;Scelerisque Corp.;Employee declaration;127967;;1260000
;Donec Company;Small invoice;127968;Dennis Robertson;1142000
;Risus Donec Nibh Company;Small invoice;127969;Dennis Robertson;420000
;Faucibus Lectus LLP;Small invoice;127970;Dennis Robertson;568000
Office supplies;Euismod LLC;Small invoice;127971;Dennis Robertson;550000
Office supplies;Euismod LLC;Small invoice;127972;Dennis Robertson;850000
;Tellus Imperdiet Non Consulting;Medium invoice;127973;Dennis Robertson;11438000
;Ac Ipsum Incorporated;Small invoice;127974;Dennis Robertson;63000
;Metus In Lorem Incorporated;Small invoice;127975;Dennis Robertson;450000
;Metus In Lorem Incorporated;Small invoice;127976;Dennis Robertson;740000
;Metus In Lorem Incorporated;Small invoice;127977;Dennis Robertson;1590000
;Eget Inc.;Small invoice;127978;Hunter Garcia;2440000
;Eget Inc.;Small invoice;127979;Hunter Garcia;1130000
;Diam PC;Small invoice;127981;Dennis Robertson;430000
;Diam PC;Small invoice;127982;Dennis Robertson;1140000
